시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
화정2교,경기도,안산시 단원구,40.8,20,3,16,RC슬래브교,DB-18,,1985,38
화정3교,경기도,안산시 단원구,35.3,35,3,13.3,RC슬래브교,DB-24,,1985,38
화정4교,경기도,안산시 단원구,42,20,3,15.2,RC슬래브교,DB-18,,1985,38
화정5교,경기도,안산시 단원구,26,20,2,13,PSC슬래브교,DB-18,,1985,38
화정6교,경기도,안산시 단원구,26,15,2,13.4,RC슬래브교,DB-18,,1986,37
화정7교,경기도,안산시 단원구,33,15,2,16.5,PSC슬래브교,DB-18,,1986,37
화정8교,경기도,안산시 단원구,33,20,2,16.5,PSC슬래브교,DB-24,,1986,37
화창교,경기도,안양시 만안구,127.5,23.3,4,39,프리플렉스거더교,DB-24,,2001,22
화현교,경기도,포천시,44.5,6,5,9,RC슬래브교,DB-13.5,3042,1975,48
활초교,경기도,화성시,5,4.4,1,5,RC슬래브교,DB-13.5,0,1979,44
활초교,경기도,화성시,10,6.8,1,10,RC슬래브교,DB-13.5,0,1975,48
황구지교,경기도,평택시,300,9,7,43,강I거더교,DB-24,4316,1998,25
황금교,경기도,김포시,24,13,2,12,라멘교,DB-24,,1994,29
황룡과선교,경기도,파주시,197,4,5,40,강박스거더교,DB-24,,2014,9
황방1교,경기도,양주시,14,12,1,14,라멘교,DB-24,981,2005,18
황방2교,경기도,양주시,14.6,4.6,2,7.3,RC슬래브교,DB-13.5,0,1970,53
황새부리다리,경기도,수원시 영통구,12,18,1,12,기타,DB-24,,2012,11
황석5교,경기도,용인시 처인구,18.5,14,1,18.5,라멘교,DB-24,,2005,18
황석8교,경기도,용인시 처인구,15,15,1,18,라멘교,DB-24,,2005,18
회덕교,경기도,광주시,30,12,2,15,RC슬래브교,DB-18,0,2003,20
회룡1교,경기도,의정부시,115,28.8,3,39,강박스거더교,DB-24,,2001,22
회룡2교,경기도,의정부시,23.5,15,2,11.8,RC슬래브교,DB-24,,1995,28
회룡3교,경기도,의정부시,20,10,1,20,프리플렉스거더교,DB-24,,2004,19
회암1교,경기도,양주시,7.8,3.6,2,4,RC슬래브교,DB-13.5,0,1973,50
회정교,경기도,양주시,60,26,4,15,RC슬래브교,DB-24,33010,2001,22
회천-무명6교,경기도,양주시,20,5.6,2,10,RC슬래브교,DB-24,,1995,28
효도교,경기도,양주시,13,6,1,13,라멘교,DB-24,,1990,33
효자1교,경기도,고양시 덕양구,150,12.5,5,30,라멘교,DB-24,0,2001,22
효자2교,경기도,고양시 덕양구,30,25,1,30,PSCI거더교,DB-24,0,2000,23
효자교,경기도,의정부시,90,19,2,45,강박스거더교,DB-24,,2003,20
효촌교,경기도,양주시,28,9,2,14,라멘교,DB-24,,2004,19
후동교,경기도,용인시 처인구,50,6,4,12.5,RC슬래브교,DB-18,,1992,31
후두미교,경기도,안양시 만안구,67.3,15.3,7,10,라멘교,DB-24,,1974,49
후평교,경기도,용인시 처인구,13,5.8,1,13,라멘교,DB-13.5,,1980,43
휴암교,경기도,용인시 처인구,20,10,2,10,RC슬래브교,DB-18,,1984,39
휴암교,경기도,용인시 처인구,20,10,2,20,RC슬래브교,DB-18,,1984,39
흑석교,경기도,의정부시,17,9.6,2,11,라멘교,DB-18,,1977,46
흥선교,경기도,의정부시,43,30,4,11,RC슬래브교,DB-24,,1988,35
흥천대교,경기도,여주시,260.3,11,10,30,RC슬래브교,DB-24,,1999,24
(구)산장1교,경기도,가평군,90,6,6,15,강박스거더교,기타,,1986,37
가내교,경기도,양평군,16,10,1,16,라멘교,DB-24,0,2004,19
가북교,경기도,가평군,145,7.5,10,15,RC슬래브교,DB-18,,1995,28
가평교,경기도,가평군,153,10,5,31,RC슬래브교,DB-24,,1989,34
감천교(대곡과선교),경기도,가평군,190,10.5,4,50,강박스거더교,DB-24,,2011,12
개곡교,경기도,가평군,134,8,10,14.5,RC슬래브교,DB-24,,1996,27
고려시리카 진입교량,경기도,가평군,110,5,10,11,RC중공슬래브교,DB-24,,2003,20
고탄교(구),경기도,연천군,240.9,10,8,29.2,PSCI거더교,DB-24,,1992,31
고탄교(신),경기도,연천군,240.5,10,8,30.2,PSCI거더교,DB-24,,2002,21
골말교,경기도,가평군,60,5.4,9,6.7,RC슬래브교,DB-24,,1984,39
공삼교,경기도,연천군,32,10.5,2,16,RC슬래브교,DB-24,0,2006,17
광신교,경기도,가평군,40,8,1,40,아치교,DB-24,,2004,19
광탄상교,경기도,양평군,130,7,6,21.7,RC슬래브교,DB-24,,2000,23
구신론교,경기도,양평군,57.2,9,4,16,RC슬래브교,DB-24,,2002,21
궁신교,경기도,연천군,270,10.5,6,45,강박스거더교,DB-24,,2002,21
궁평교,경기도,연천군,11,5,1,11,RCT거더교,DB-13.5,0,1983,40
금곡교,경기도,양평군,145.4,9,11,18,RC슬래브교,DB-24,,1991,32
금왕1교,경기도,양평군,22,6,2,11,라멘교,DB-24,,1998,25
내산1교,경기도,연천군,45,8,3,15,RC슬래브교,DB-24,0,1993,30
내산2교,경기도,연천군,34,10.5,2,17,프리플렉스거더교,DB-24,0,2001,22
내산3교,경기도,연천군,16.4,10,1,16,라멘교,DB-24,0,1996,27
내산새마을1교,경기도,연천군,30,5,2,15,라멘교,DB-18,0,2000,23
내촌교,경기도,가평군,24,5.2,3,8,RC슬래브교,DB-13.5,0,1982,41
내현4교,경기도,양평군,19,8,2,10,라멘교,DB-24,0,1996,27
내현5교,경기도,양평군,14,9,1,14,라멘교,DB-13.5,0,1996,27
내현6교,경기도,양평군,15,8,1,15,라멘교,DB-24,0,2001,22
노동교,경기도,연천군,30,8,2,15,RC슬래브교,DB-24,0,1993,30
노문1교,경기도,양평군,50,11,3,17,RC슬래브교,DB-24,,2004,19
노문2교,경기도,양평군,45,7,3,15,RC슬래브교,DB-24,,1997,26
다락터교,경기도,가평군,21,8.5,2,10.5,라멘교,DB-24,,1996,27
다문3교,경기도,양평군,30,7,2,15,RC슬래브교,DB-24,,1996,27
다문새마을,경기도,양평군,38,7,3,13,RC슬래브교,DB-24,,1996,27
다원교,경기도,가평군,150.9,11,5,30.5,PSCI거더교,DB-24,,1998,25
단석교,경기도,양평군,22,9.4,2,11,RC슬래브교,DB-18,1058,1988,35
담안교,경기도,양평군,6.5,8,1,6.5,라멘교,DB-18,0,1990,33
대광교,경기도,연천군,175,10.5,7,25,PSCI거더교,DB-24,7273,1985,38
대보교,경기도,가평군,165,2,9,20,RC슬래브교,DB-24,,2000,23
대아교,경기도,양평군,45,10,3,15,라멘교,DB-24,,2003,20
대월교,경기도,양평군,12,8,2,6,라멘교,DB-24,0,1999,24
도곡교,경기도,양평군,12,11.5,1,12,라멘교,DB-24,0,2007,16
도원교,경기도,양평군,24,8,2,12,RC슬래브교,DB-18,,1993,30
동막1교,경기도,연천군,120,10.5,4,30,PSCI거더교,DB-24,0,2001,22
동막2교,경기도,연천군,75,10.5,3,25,PSC슬래브교,DB-24,0,2000,23
동막3교,경기도,연천군,51,8,4,13,RC슬래브교,DB-24,0,1992,31
동중2교,경기도,연천군,17,5,2,9,라멘교,DB-18,0,1999,24
두밀1교,경기도,가평군,37,8,2,19,PSCI거더교,DB-24,844,2000,23
둔말교,경기도,양평군,30,5,3,10,RC슬래브교,미상,,1978,45
마일교,경기도,가평군,32,9.4,2,16,RC슬래브교,DB-24,,1993,30
매월교,경기도,양평군,22,7,2,11,RC슬래브교,DB-24,,1994,29
명달교,경기도,양평군,9,9,1,9,라멘교,DB-24,0,1997,26
무당소교,경기도,가평군,47,11,3,16,라멘교,DB-24,,2000,23
무명1교,경기도,양평군,20,4.4,2,10,라멘교,DB-18,,1990,33
무명2교,경기도,양평군,24,5,3,8,라멘교,DB-18,,1990,33
무심교,경기도,양평군,58,10,4,15,라멘교,DB-24,,1990,33
묵안교,경기도,가평군,10,8,1,10,RC슬래브교,DB-24,,1985,38
물곡교,경기도,가평군,24,11,2,12,RC슬래브교,DB-18,0,1990,33
반계교A,경기도,가평군,71,11,5,16,RC슬래브교,DB-18,,1989,34
배내교,경기도,양평군,17,7,2,9,라멘교,DB-24,0,1996,27
백둔교,경기도,가평군,60,8,4,17,RC슬래브교,DB-24,,1999,24
백세교,경기도,연천군,50,9,4,13,RCT거더교,DB-24,0,2004,19
백현교,경기도,양평군,32.5,7,3,11,RC슬래브교,DB-24,,1991,32
부용교,경기도,양평군,60,10,4,15,RC슬래브교,DB-24,,2004,19
부흥2교,경기도,연천군,25.3,9.2,2,13,RCT거더교,DB-18,0,1969,54
부흥교,경기도,연천군,50,9.6,4,13,RCT거더교,DB-18,0,1968,55
사랑교,경기도,연천군,264,9.4,8,33,PSCI거더교,DB-24,,1987,36
산장1교,경기도,가평군,110.9,8.5,3,38.4,PSC슬래브교,DB-24,,2018,5
산장2교,경기도,가평군,90,7,4,22.5,PSC박스거더교,미상,,1991,32
삼산교,경기도,양평군,90,9,6,15,RC슬래브교,DB-24,,1999,24
상촌교,경기도,양평군,15,6,2,8,RC슬래브교,DB-18,0,1995,28
상촌교A,경기도,가평군,40,4,4,10,RC슬래브교,DB-13.5,,1972,51
상판교,경기도,가평군,24,9.1,3,8,RC슬래브교,DB-13.5,0,1992,31
새말교,경기도,양평군,20,8,2,10,RC슬래브교,DB-18,,1990,33
서방골교,경기도,양평군,10,7,1,10,RC슬래브교,DB-24,0,2003,20
석불과선교,경기도,양평군,180,7.5,4,50,강박스거더교,기타,,2012,11
선바위교,경기도,양평군,110,6,4,27.5,라멘교,DB-18,,2014,9
설곡교,경기도,가평군,71,10,2,35.5,프리플렉스거더교,DB-24,,2004,19
설매실1교,경기도,양평군,6,7,1,6,RC슬래브교,DB-13.5,0,1980,43
설매실2교,경기도,양평군,5,5,1,5,RC슬래브교,DB-13.5,0,2018,5
성덕2교,경기도,양평군,40,7,3,15,RC슬래브교,DB-24,,2003,20
성덕4교,경기도,양평군,22,6,2,11,RC슬래브교,DB-24,,1998,25
성덕5교,경기도,양평군,28,5,2,14,RC슬래브교,DB-18,,2008,15
성덕교,경기도,양평군,52,8,4,13,RCT거더교,DB-24,,1994,29
세월2교,경기도,양평군,20,5.4,3,7,RCT거더교,DB-18,680,1984,39
세월교,경기도,양평군,30,6.9,2,15,RCT거더교,기타,,1976,47
송학1교,경기도,양평군,20.3,6.5,3,8,RC슬래브교,DB-24,,1995,28
송학2교,경기도,양평군,36,8.5,2,18,RC슬래브교,DB-24,,2004,19
수능1교,경기도,양평군,28,8,2,14,RC슬래브교,DB-24,,1996,27
수능2교,경기도,양평군,38,8,3,13,라멘교,DB-13.5,,2000,23
수능교,경기도,양평군,29.4,7,3,10,라멘교,DB-18,,1991,32
신당교,경기도,가평군,149.3,8.5,11,18,강I거더교,DB-18,,2003,20
신점2교,경기도,양평군,30,11,2,15,라멘교,DB-24,,1998,25
신점교,경기도,양평군,42,8.5,4,11,RC슬래브교,DB-24,,1991,32
신하교,경기도,가평군,106,10,7,16,RC슬래브교,DB-24,,1997,26
쌍학교,경기도,양평군,77,7.5,7,11,RCT거더교,DB-13.5,1774,1969,54
아미1교,경기도,연천군,10,9,1,10,라멘교,DB-24,0,2000,23
아미교,경기도,연천군,14,5,2,7,RCT거더교,DB-24,0,2002,21
앞말교,경기도,가평군,24,11,2,12,라멘교,DB-24,,1997,26
양근교,경기도,양평군,50,11,2,25,PSCI거더교,DB-24,,1981,42
양원1교,경기도,연천군,15,8,1,15,라멘교,DB-24,0,1993,30
양원2교,경기도,연천군,25,5,2,13,라멘교,DB-24,0,2000,23
양원3교,경기도,연천군,25,5,2,13,RC슬래브교,DB-24,0,2000,23
양원4교,경기도,연천군,37,9,3,12,RC슬래브교,DB-24,0,2000,23
양원교,경기도,연천군,24,6,2,12,라멘교,DB-24,0,1993,30
어비1교,경기도,가평군,35,8,3,11.7,RC슬래브교,DB-24,,1997,26
어비2교,경기도,가평군,30,8,2,15,RC슬래브교,DB-24,,1997,26
엄소1교,경기도,가평군,50,9.6,4,13,RC슬래브교,DB-24,,1996,27
여물교,경기도,양평군,53,7,5,11,RC슬래브교,DB-24,,1994,29
연다교,경기도,양평군,58.5,9,4,15,RC슬래브교,DB-24,,1998,25
연수1교,경기도,양평군,60,11,4,15,RC슬래브교,DB-24,,2005,18
연수교,경기도,양평군,40,8,3,15,라멘교,DB-24,,2003,20
연안교,경기도,양평군,40,12,2,20,프리플렉스거더교,DB-24,,2008,15
영양교,경기도,가평군,20,10,2,10,RC슬래브교,DB-24,,1997,26
오촌교,경기도,양평군,70,11,6,13,RC슬래브교,DB-24,,1997,26
옥수교,경기도,양평군,33,7.2,3,11,RCT거더교,미상,,1982,41
옥천교,경기도,양평군,45,8,3,15,RC슬래브교,DB-24,,1994,29
와초교,경기도,연천군,108,5.5,9,12,RC슬래브교,DB-24,0,1986,37
요골교,경기도,양평군,6,5.5,1,6,라멘교,DB-24,0,2004,19
용담교,경기도,양평군,46,8,2,23,PSCI거더교,DB-24,,1995,28
용두교,경기도,양평군,50,11.9,3,18,RC슬래브교,DB-24,,1997,26
용천교,경기도,양평군,18,8,2,9,라멘교,DB-24,0,1994,29
원덕교,경기도,양평군,102,6,8,13,RC슬래브교,DB-18,,1991,32
원산삼교,경기도,양평군,75,8,6,12.5,RC슬래브교,DB-24,,1999,24
월리교,경기도,양평군,46.5,8,3,16,라멘교,DB-24,,2004,19
월산1교,경기도,양평군,27,9,2,14,라멘교,DB-24,,2002,21
이천교,경기도,양평군,82.5,9,5,17,RC슬래브교,DB-24,,2001,22
일신2교,경기도,양평군,18,6,2,9,라멘교,DB-13.5,0,1997,26
임초교D,경기도,가평군,90,11,3,30,PSCI거더교,DB-18,,1989,34
전수교,경기도,양평군,40,11.5,1,40,RCT거더교,DB-24,,1999,24
전수교 1,경기도,양평군,36,8.5,3,12,RC슬래브교,DB-24,,1994,29
전수새마을교,경기도,양평군,50,9,3,25,RC슬래브교,DB-24,,2007,16
점촌교,경기도,양평군,32,8,2,16,라멘교,DB-24,,1994,29
증동교,경기도,양평군,35.3,9,3,12,라멘교,DB-24,,1999,24
지산4교,경기도,양평군,60,8,4,15,RC슬래브교,DB-24,,1997,26
창대교,경기도,양평군,16,11.5,1,16,라멘교,DB-24,0,2007,16
청운교,경기도,양평군,105,10.3,6,18,RC슬래브교,DB-24,,1992,31
통골2교,경기도,양평군,27,9,5,5.4,라멘교,DB-24,,1994,29
통골교,경기도,양평군,27,9,2,14,라멘교,DB-24,,2004,19
한양교,경기도,가평군,36,7.9,3,12,RC슬래브교,DB-24,2558,1993,30
가린열교,서울특별시,구로구,120.2,10.5,3,44,강박스거더교,DB-24,0,2001,22
가오천1교,서울특별시,강북구,7,5.5,2,3.6,라멘교,기타,,2012,11
개명교,서울특별시,구로구,60,7.2,6,10,RC슬래브교,DB-18,,1985,38
개웅교,서울특별시,구로구,60,7.2,6,10,RC슬래브교,DB-24,,1985,38
계성교,서울특별시,강북구,29.2,12,1,29.2,라멘교,DB-24,,2019,4
고구동산교,서울특별시,동작구,38,13,3,15,라멘교,DB-24,,2007,16
고덕2교,서울특별시,강동구,15.6,4.4,2,8,RC슬래브교,DB-13.5,0,1976,47
고덕3교,서울특별시,강동구,75.5,10,3,25,PSCI거더교,DB-24,0,1996,27
과해교,서울특별시,강서구,38.2,8,1,38.2,기타,DB-18,,2019,4
구기1교,서울특별시,종로구,11,6,2,4.8,RCT거더교,DB-13.5,0,1972,51
구기2교,서울특별시,종로구,8,5.5,1,6.5,RCT거더교,DB-13.5,0,1972,51
구기3교,서울특별시,종로구,8,18,2,2.2,라멘교,DB-13.5,0,1973,50
구로2교,서울특별시,영등포구,63,25,3,21,PSCI거더교,DB-18,,1979,44
구묵동교,서울특별시,노원구,38,16,3,14,RC슬래브교,DB-18,,1987,36
근화교,서울특별시,도봉구,30,20,2,15,RC슬래브교,DB-24,,2002,21
금천과선교,서울특별시,금천구,97,15,3,42,강박스거더교,DB-24,,1996,27
금화터널입구고가교,서울특별시,서대문구,35,10,2,17.5,기타,기타,,1979,44
난지교,서울특별시,마포구,52.6,7,4,16,라멘교,DB-13.5,,1993,30
노원마을교,서울특별시,노원구,122,19,3,50,RC박스거더교,DB-24,,2009,14
누원1교,서울특별시,도봉구,15,8,1,15,기타,DB-18,,2005,18
누원교,서울특별시,도봉구,36,8,3,12,RCT거더교,DB-24,,1956,67
늘벚다리,서울특별시,성북구,17,13,1,17,라멘교,DB-24,,2007,16
늘푸른교,서울특별시,성북구,22,12,1,22,프리플렉스거더교,DB-24,,2009,14
대동천1교,서울특별시,강북구,11.3,6,1,11.3,라멘교,DB-24,,2012,11
대동천2교,서울특별시,강북구,27.5,6,3,8.5,라멘교,DB-24,,2012,11
대왕교,서울특별시,강남구,150,14.5,5,30,PSCI거더교,DB-24,0,2001,22
덕수교,서울특별시,강북구,25,11,1,25,PSC슬래브교,DB-24,,2014,9
도닥다리교,서울특별시,용산구,10,12,1,10,라멘교,DB-18,,1994,29
동방2교,서울특별시,관악구,26.2,15,4,7,RC슬래브교,DB-24,0,1998,25
동숭교,서울특별시,종로구,9,9.1,1,9.1,RC슬래브교,미상,0,1980,43
마을마당교,서울특별시,성북구,16,8,1,16,프리플렉스거더교,DB-24,,2009,14
마천교,서울특별시,송파구,24,3,4,6,RC슬래브교,DB-24,,1996,27
만세교,서울특별시,도봉구,15,8,2,7.5,라멘교,DB-18,,2002,21
매헌교,서울특별시,서초구,40,11,2,20,RC슬래브교,DB-24,,1993,30
매헌다리,서울특별시,서초구,72,10,3,24,PSC슬래브교,DB-24,0,1999,24
모래말1교,서울특별시,도봉구,22,17,2,11,라멘교,DB-18,,2002,21
모래말2교,서울특별시,도봉구,16,11,1,16,라멘교,DB-24,,2012,11
모래말본교,서울특별시,도봉구,16,12.9,1,16,라멘교,DB-24,,2005,18
무수교,서울특별시,도봉구,33,12,6,5.7,라멘교,DB-18,,1980,43
무지개다리,서울특별시,서초구,65,5,3,25,아치교,DB-18,0,1997,26
문수교,서울특별시,강북구,7,5.8,1,6.5,라멘교,DB-24,,2012,11
문화교,서울특별시,관악구,25,10,3,8,RC슬래브교,DB-18,0,1989,34
물넘이교,서울특별시,노원구,22.1,4.2,1,22,RC슬래브교,DB-24,0,2009,14
물빛다리,서울특별시,성북구,17,13,1,17,라멘교,DB-24,,2007,16
바람마당교,서울특별시,성북구,23,12,1,23,라멘교,DB-24,,2010,13
반포1교,서울특별시,서초구,28.5,10,3,15,RC박스거더교,DB-18,0,1970,53
반포2교,서울특별시,서초구,42,6,6,7,라멘교,DB-18,0,1980,43
방배교,서울특별시,서초구,18,5,1,18,PSCI거더교,미상,0,1971,52
방아다리교,서울특별시,동대문구,42,4,3,16,RC슬래브교,기타,0,2002,21
방이1보행자전용교량,서울특별시,송파구,70,3,2,35.4,RC슬래브교,DB-18,,1995,28
방학725앞교,서울특별시,도봉구,22,12,1,22,프리플렉스거더교,DB-24,,2011,12
배봉차도육교,서울특별시,동대문구,18,20,1,18,프리플렉스거더교,DB-24,,2003,20
배봉차도육교고가,서울특별시,동대문구,18,20,1,18,프리플렉스거더교,DB-24,,2004,19
백범교,서울특별시,용산구,46,11,1,46,기타,DB-24,,2012,11
백운교,서울특별시,도봉구,22,8,2,11,라멘교,DB-24,,2005,18
백운천인도교,서울특별시,강북구,17.5,3,1,17.5,기타,기타,,2021,2
번창교,서울특별시,강북구,54,15,4,15,RC슬래브교,DB-18,,1994,29
벌리교,서울특별시,강북구,54,15,2,27,기타,기타,,2018,5
벼루말교,서울특별시,노원구,58,15,2,29,PSC슬래브교,DB-24,,2010,13
보문1교,서울특별시,성북구,28,10.6,1,27.5,라멘교,DB-24,,2010,13
보문제4교,서울특별시,성북구,27,15,1,27,라멘교,DB-24,,2010,13
북악교,서울특별시,성북구,8.8,7.1,1,8.8,라멘교,DB-24,0,2004,19
불암교,서울특별시,노원구,32,7,4,8,RC슬래브교,DB-13.5,0,1974,49
살곶이다리,서울특별시,성동구,195,6,29,48,기타,미상,,1993,30
삼성교,서울특별시,관악구,22.8,15,4,6,RC슬래브교,DB-24,0,1988,35
삼일교,서울특별시,동대문구,46,20,3,16,라멘교,DB-24,0,1993,30
삼천교,서울특별시,은평구,34,8.9,2,17,RC슬래브교,DB-24,,2003,20
상일3교,서울특별시,강동구,30,10,3,12,RC슬래브교,DB-18,,1987,36
새마을교,서울특별시,강북구,7.4,4.2,1,7.4,라멘교,DB-24,,2012,11
새말고가교,서울특별시,구로구,38,22.2,1,38.3,기타,DB-24,,2011,12
새말교,서울특별시,용산구,38,10,3,15,라멘교,DB-18,0,1994,29
새싹교,서울특별시,노원구,33,10,1,33,RC슬래브교,DB-24,0,2009,14
새우개다리,서울특별시,중랑구,16.5,8,1,16.5,RC슬래브교,DB-24,,2009,14
새원1교,서울특별시,서초구,10.7,7,3,4,라멘교,DB-18,0,1995,28
새원2교,서울특별시,서초구,10.7,5,3,4,라멘교,DB-18,0,1995,28
새원교,서울특별시,서초구,38,6,3,18,라멘교,DB-18,0,1993,30
샘마을차도육교,서울특별시,서초구,40,17.8,1,40,프리플렉스거더교,DB-24,0,1998,25
서계교,서울특별시,용산구,25,6,2,13,강I거더교,DB-18,0,1997,26
서원내다리,서울특별시,도봉구,16,4.5,1,16,RC슬래브교,DB-13.5,,1999,24
석계교,서울특별시,노원구,54,20,3,20,PSC슬래브교,DB-24,0,1997,26
석천교,서울특별시,도봉구,20,6,1,20,기타,DB-24,,2007,16
성내2교,서울특별시,송파구,37.2,20,3,13,RC슬래브교,DB-24,,1984,39
성내3교,서울특별시,송파구,24.4,10,2,12,RC슬래브교,DB-24,,1984,39
