시설명,시도,시군구,총길이,총폭,경간수,최대경간장,상부구조,설계하중,교통량,준공년도,준공후경과년수
장락교,경기도,수원시 영통구,33,47.2,1,33,기타,DB-24,,2012,11
장락교,경기도,수원시 영통구,24,6,2,12,RC슬래브교,DB-18,,1986,37
장성교,경기도,고양시 일산서구,47,30.8,2,24,기타,DB-24,,2011,12
장수교,경기도,의정부시,144,28,4,36,강박스거더교,DB-24,,2001,22
장안교,경기도,성남시 분당구,30,20,3,10,RC슬래브교,DB-24,0,1993,30
장안교,경기도,성남시 분당구,30,20,3,10,RC슬래브교,DB-24,,1993,30
장암2교,경기도,의정부시,25.7,25,1,25.7,PSCI거더교,DB-24,,1989,34
장암3교,경기도,의정부시,25.7,25,1,25.7,PSCI거더교,DB-24,,1991,32
장암고가2교,경기도,의정부시,65.2,12.7,1,65.2,기타,DB-24,,2016,7
장암교,경기도,의정부시,61.2,5,6,10.2,라멘교,기타,,1995,28
장원교,경기도,의정부시,14,4,1,14,라멘교,DB-18,,2000,23
장자천교(사가정방향),경기도,구리시,120,23,3,40,PSCI거더교,DB-24,,2014,9
장자천교(암사방향),경기도,구리시,120,23,3,40,PSCI거더교,DB-24,,2014,9
장지교,경기도,광주시,60,19.5,4,15,RC슬래브교,DB-24,,1996,27
장천교,경기도,남양주시,50,6,5,10,RC슬래브교,DB-18,,1990,33
장포교,경기도,양주시,70,6,7,10,RC슬래브교,DB-18,,1989,34
장하1교,경기도,안산시 상록구,20.1,7,1,20.1,프리플렉스거더교,DB-24,,2005,18
장하2교,경기도,안산시 상록구,20.1,7,1,20.1,프리플렉스거더교,DB-24,,2005,18
장하3교,경기도,안산시 상록구,40.1,7,1,40.1,프리플렉스거더교,DB-24,,2005,18
장항교,경기도,여주시,15,7.5,1,15,RC슬래브교,DB-13.5,1610,1993,30
장현교,경기도,시흥시,40,24.5,1,40,강박스거더교,DB-24,,2004,19
장현교,경기도,남양주시,16.5,14,2,9,라멘교,DB-13.5,0,1966,57
장현천교,경기도,시흥시,50,15.1,1,50,기타,DB-24,,2016,7
장현천교(시화MTV방향),경기도,시흥시,50,15.1,1,50,기타,DB-24,,2016,7
장흥교,경기도,양주시,45,26,3,18,PSCI거더교,DB-24,,1991,32
장흥철도육교,경기도,양주시,297,18,7,45,강박스거더교,DB-24,,1996,27
재건교,경기도,화성시,5.4,5.9,1,5,RC슬래브교,DB-13.5,2185,1988,35
적금교,경기도,여주시,15,10,1,15,라멘교,DB-24,,2005,18
전파교,경기도,안양시 동안구,72,14,5,15,RC슬래브교,DB-24,,1996,27
절골천1교,경기도,수원시 영통구,12,24,1,12,RC슬래브교,DB-24,,2012,11
절골천2교,경기도,수원시 영통구,28.5,5.4,1,28.5,RC박스거더교,DB-24,,2012,11
절골천3교,경기도,수원시 영통구,12,18.4,1,12,기타,DB-24,,2012,11
점골교,경기도,성남시 분당구,30,10,3,10,RC슬래브교,DB-24,,1993,30
점골교,경기도,성남시 분당구,30,10,3,10,RC슬래브교,DB-24,0,1993,30
점말교,경기도,여주시,3,4.6,1,3,RC슬래브교,미상,0,1982,41
접줄교,경기도,여주시,47,8,3,16,RC슬래브교,DB-18,,2008,15
정감2교,경기도,동두천시,36,5,3,12,라멘교,DB-24,,2002,21
정감교,경기도,동두천시,40,8,3,15,RC슬래브교,DB-24,,1994,29
정교1교,경기도,포천시,31.5,10,3,11,RC슬래브교,DB-24,11246,1996,27
정교2교,경기도,포천시,12,10,2,6,라멘교,DB-24,11246,1996,27
정봉교,경기도,안성시,24,6,1,24,RCT거더교,DB-24,0,2015,8
정왕1교,경기도,시흥시,30,40,2,15,RC슬래브교,DB-24,,1988,35
정왕2교,경기도,시흥시,30,30,2,15,RC슬래브교,DB-24,,1990,33
정왕3교,경기도,시흥시,30,20,2,15,RC슬래브교,DB-24,,1989,34
정왕4교,경기도,시흥시,30,30,2,15,RC슬래브교,DB-24,,1989,34
정왕5교,경기도,안산시 단원구,30,20,2,15,RC슬래브교,DB-24,,1989,34
정왕6교,경기도,시흥시,30,20,2,15,RC슬래브교,DB-24,,1989,34
정왕8교,경기도,시흥시,32,20,1,32,PSCI거더교,DB-24,,1998,25
정자교,경기도,성남시 분당구,108,26,5,27,PSC중공슬래브교,DB-24,0,1993,30
정자교,경기도,의정부시,7,4,1,7,RCT거더교,DB-18,,1973,50
정자교,경기도,양주시,70,9.2,5,14,RC슬래브교,DB-24,,1999,24
정평1교,경기도,용인시 수지구,30,121.5,2,15,라멘교,DB-24,,2003,20
정평2교,경기도,용인시 수지구,30,18.8,1,30,PSCI거더교,DB-24,,2003,20
제1광사교,경기도,양주시,69.5,9,3,27,RC슬래브교,DB-24,,2000,23
제1도평교,경기도,포천시,60,10.5,4,15,RC슬래브교,DB-24,2527,1994,29
제2풍덕천교,경기도,용인시 수지구,60,16,5,12,RCT거더교,DB-18,,1979,44
제2화전교,경기도,고양시 덕양구,114,12.5,4,29,프리플렉스거더교,DB-24,0,1995,28
제3장지교,경기도,광주시,24,15,2,12,RC슬래브교,DB-24,13215,1995,28
제비교,경기도,여주시,12,9,1,12,RC슬래브교,DB-24,0,2001,22
제일교,경기도,용인시 처인구,40,9,4,40,RC슬래브교,DB-24,,2002,21
제청교,경기도,광주시,26,6,2,13,RC슬래브교,DB-24,0,1991,32
조강교,경기도,김포시,32,9,2,16,RC슬래브교,DB-24,486,1995,28
조산교,경기도,파주시,56,8,4,14,RC슬래브교,DB-24,,2001,22
조합교,경기도,김포시,20,12.5,2,10,RC슬래브교,DB-24,0,1995,28
종지교(상),경기도,성남시 분당구,55,10,4,15,RC슬래브교,DB-24,0,2006,17
종지교(하),경기도,성남시 분당구,55,10,4,15,RC슬래브교,DB-24,0,2006,17
좌교새마을2교,경기도,평택시,35,6,3,12,RC슬래브교,DB-24,,1999,24
좌항2교,경기도,용인시 처인구,16,13,1,16,라멘교,DB-24,,2011,12
좌항교,경기도,용인시 처인구,12,11,1,12,기타,DB-18,,1990,33
주리교,경기도,용인시 처인구,20,10,2,10,라멘교,미상,,1998,25
주미교,경기도,이천시,110,5.8,11,10,RC슬래브교,DB-18,6227,1991,32
주북1교,경기도,용인시 처인구,51,10.5,4,15,RC슬래브교,미상,,1997,26
주북교,경기도,용인시 처인구,40,8,3,15,RC슬래브교,DB-24,,1995,28
주북천교,경기도,용인시 처인구,19,12,1,19,기타,DB-24,,2008,15
주천교,경기도,안성시,25,11,2,13,라멘교,DB-24,0,1994,29
죽능교,경기도,용인시 처인구,50,6.9,4,15,라멘교,미상,,1995,28
죽량교,경기도,평택시,26.8,9,1,26.8,RC박스거더교,미상,,1996,27
죽산교,경기도,안성시,50,10,4,13,RC슬래브교,DB-24,0,1997,26
죽암교,경기도,군포시,27,27.5,1,27,라멘교,DB-24,,2007,16
죽전고가차도,경기도,용인시 수지구,229.7,17.4,5,50,강박스거더교,DB-24,0,2000,23
죽전교,경기도,용인시 수지구,91.5,12.7,5,18.3,RC슬래브교,DB-24,,2004,19
죽화교,경기도,안성시,22,11,3,11,라멘교,DB-24,0,2003,20
중대육교,경기도,광주시,15,19.4,1,15,라멘교,DB-24,61410,1978,45
중동고가,경기도,부천시,185,18.5,6,45,기타,DB-24,,2008,15
중동고가교,경기도,부천시,185,30.5,6,45,프리플렉스거더교,DB-24,0,2008,15
중랑교,경기도,의정부시,50,7,4,13,RC슬래브교,DB-13.5,,1981,42
중량교,경기도,수원시 영통구,100,26,2,50,기타,DB-24,,2012,11
중리1교,경기도,포천시,30,10,2,15,라멘교,DB-24,,1995,28
중리교,경기도,안성시,25,9,2,13,라멘교,DB-24,0,2002,21
중복교,경기도,용인시 처인구,90,6.4,9,10,RC슬래브교,DB-18,,1991,32
중부교,경기도,안성시,50,10,2,25,프리플렉스거더교,DB-24,0,2015,8
중암교,경기도,여주시,49,9,1,49,라멘교,DB-24,,2008,15
중원교,경기도,성남시 중원구,43,23.9,1,43,강박스거더교,DB-24,,2000,23
중원육교,경기도,성남시 중원구,220,15,5,50,강박스거더교,DB-24,0,1995,28
중원육교,경기도,성남시 중원구,340,16,17,50,강박스거더교,DB-24,,1996,27
중원육교,경기도,성남시 중원구,220,15,5,50,강박스거더교,DB-24,,1995,28
중초사교,경기도,안양시 만안구,18.5,15,1,18.5,라멘교,DB-24,,2009,14
중촌교,경기도,양주시,12,9,1,12,RC슬래브교,DB-24,14826,1996,27
중탑교,경기도,성남시 분당구,32,23,3,13,PSC슬래브교,DB-24,,1993,30
중탑교,경기도,성남시 중원구,32,23,3,13,RC슬래브교,DB-24,0,1993,30
중터교,경기도,용인시 처인구,16,11.1,2,16,라멘교,DB-24,,2004,19
지내리진입1교,경기도,용인시 처인구,10,3.5,2,5,라멘교,미상,,1980,43
지내리진입교,경기도,용인시 처인구,10,7.1,2,5,라멘교,미상,,1980,43
지동교,경기도,수원시 팔달구,28.5,40,6,4.5,라멘교,DB-24,,2012,11
지사교,경기도,남양주시,13,21,2,6.5,라멘교,DB-24,,2004,19
지산교,경기도,용인시 처인구,4.7,3.5,1,4.7,라멘교,DB-18,,1980,43
지영교,경기도,고양시 덕양구,180,10,12,15,RCT거더교,DB-24,,2003,20
지운교,경기도,안성시,26,7,1,26,RCT거더교,DB-24,0,1992,31
지월새마을교,경기도,광주시,180,12,6,30,RC슬래브교,DB-24,10638,1998,25
지제고가교,경기도,평택시,180,11.8,6,30,RC슬래브교,DB-24,,2002,21
지현교,경기도,포천시,55,10,5,11,RC슬래브교,DB-24,3042,1985,38
직동교,경기도,의정부시,24.2,12,1,24.2,기타,DB-24,,2005,18
직천1교,경기도,파주시,36,10,3,12,라멘교,DB-24,,1994,29
직천1교,경기도,파주시,45,10,3,15,RC슬래브교,DB-24,0,1996,27
직천2교,경기도,파주시,36,10,3,13,RC슬래브교,DB-24,0,1994,29
직천교,경기도,파주시,78,10.5,6,15,RC슬래브교,DB-24,,1996,27
진벌3교,경기도,남양주시,19,10,2,10,RC슬래브교,DB-24,,1995,28
진벌4교,경기도,남양주시,30,8,2,15,RC슬래브교,DB-24,,1999,24
진위세월교,경기도,평택시,126,5.6,8,15.8,RC슬래브교,미상,,1970,53
진촌교,경기도,안성시,30,10,2,15,라멘교,DB-24,0,1997,26
차산2교,경기도,남양주시,16.8,12.5,1,16.8,라멘교,DB-24,,2007,16
창곡3교,경기도,성남시 수정구,13.3,5,1,13,라멘교,DB-18,0,2000,23
창곡4교,경기도,성남시 수정구,12.5,6,1,12.5,라멘교,DB-18,0,2000,23
창곡5교,경기도,성남시 수정구,7.8,9,1,7.8,라멘교,DB-18,0,2000,23
창내교,경기도,평택시,25,10.5,1,25,PSC슬래브교,DB-24,,2000,23
창만협동교,경기도,파주시,120,10,8,15,RC슬래브교,DB-24,,2005,18
창성교,경기도,수원시 장안구,20,12,2,10,라멘교,DB-24,,2001,22
창우1육교,경기도,하남시,15,17.5,1,15,RC슬래브교,DB-24,,2004,19
창우2육교,경기도,하남시,50,17.5,1,50,강박스거더교,DB-24,,2004,19
창우3육교,경기도,하남시,40,8,1,40,강박스거더교,DB-24,,2004,19
창우교,경기도,하남시,75,35,5,30,PSC박스거더교,DB-24,,1995,28
창훈교,경기도,수원시 장안구,30,10,3,10,RC슬래브교,DB-18,,1990,33
천남교,경기도,여주시,53,10,4,13,RC슬래브교,DB-18,,1985,38
천마교,경기도,남양주시,42,26,1,42,라멘교,DB-24,,2011,12
천보교,경기도,의정부시,70.1,36,3,28,PSC슬래브교,DB-24,,2003,20
천천IC1교,경기도,화성시,135,17.4,3,55,강박스거더교,DB-24,50000,2017,6
천천IC2교,경기도,화성시,15,24.8,1,15,라멘교,DB-24,25000,2017,6
천천교,경기도,수원시 장안구,48,20,6,8,RC슬래브교,DB-18,,1986,37
천천교,경기도,화성시,394,21.1,7,69,강박스거더교,DB-24,50000,2017,6
철목3교,경기도,용인시 처인구,9.2,5,1,9.2,라멘교,DB-13.5,,1993,30
철목4교,경기도,용인시 처인구,9.2,4,1,9.2,라멘교,DB-18,,1999,24
청계교,경기도,성남시 분당구,14.5,28.2,1,14.5,라멘교,DB-24,,2009,14
청계교,경기도,의왕시,46,50.6,3,16,RC슬래브교,DB-24,,2007,16
청계교,경기도,용인시 처인구,6.4,4.5,1,6.4,RC슬래브교,DB-13.5,,1979,44
청담교,경기도,양주시,45,6.6,3,15,RC슬래브교,DB-24,,2000,23
청담천1교,경기도,양주시,100,34,2,50,강I거더교,DB-24,,2017,6
청룡교,경기도,남양주시,40,12.5,3,14,RC슬래브교,DB-24,,2001,22
청솔교,경기도,수원시 장안구,40,23,3,15,라멘교,DB-24,,2000,23
청심교,경기도,포천시,18,6,2,9,라멘교,DB-18,0,1999,24
청안교,경기도,여주시,40,10,3,15,RC슬래브교,DB-18,,1986,37
청안내교,경기도,파주시,48,11,4,12,RC슬래브교,DB-24,,1990,33
청용교,경기도,평택시,17.2,29,1,17.2,RC박스거더교,DB-24,0,2006,17
청조교,경기도,오산시,18,12,2,9,RC슬래브교,DB-24,0,1993,30
청학1교,경기도,남양주시,57,19.5,3,19,RC슬래브교,DB-24,,1993,30
초림교,경기도,성남시 분당구,90,28,5,20,PSC슬래브교,DB-24,0,1993,30
초림교,경기도,성남시 분당구,90,28,5,20,PSC슬래브교,DB-24,,1993,30
초지고가교,경기도,안산시 단원구,130,17.4,3,50,기타,DB-24,,2017,6
초평2교,경기도,의왕시,16,15.2,1,16,기타,DB-24,,2011,12
초평교,경기도,의왕시,27,16.2,1,27,기타,DB-24,,2010,13
초현교,경기도,여주시,70,6.5,6,12,RC슬래브교,DB-18,,1989,34
초현교(신),경기도,여주시,25,4,2,13,RC슬래브교,DB-13.5,,1997,26
추동교,경기도,의정부시,64.2,25,3,28,PSC슬래브교,DB-24,,2003,20
축령교,경기도,남양주시,36,12,3,12,라멘교,DB-24,,2003,20
충목교,경기도,포천시,35.1,9.5,3,12,RC슬래브교,DB-24,3636,2000,23
충장교,경기도,양주시,16,11,2,8,라멘교,DB-24,,1990,33
충훈1교,경기도,안양시 만안구,127,18,4,34,PSC슬래브교,DB-24,,2000,23
충훈2교,경기도,안양시 만안구,140,12,5,30,PSC슬래브교,DB-24,,1998,25
충훈대교,경기도,안양시 만안구,250.3,25.9,5,65,강박스거더교,DB-24,,2017,6
칠괴3-1교,경기도,평택시,24,5.5,3,8,RCT거더교,미상,,1980,43
칠성교,경기도,안성시,50,5,3,16,라멘교,DB-18,0,1992,31
칠원교,경기도,평택시,32,8,2,16,RC슬래브교,DB-24,,1997,26
칠원제1교,경기도,평택시,43,10,3,19,RC슬래브교,DB-24,,2012,11
칠현교,경기도,안성시,25,8,1,25,라멘교,DB-24,0,2012,11
킨텍스1교,경기도,고양시 일산서구,76,46.9,3,28,아치교,DB-24,,2005,18
킨텍스2교,경기도,고양시 일산서구,20,42.9,2,10,라멘교,DB-24,,2005,18
킨텍스2교,경기도,고양시 일산서구,15,42.9,2,13,라멘교,DB-24,31865,2005,18
킨텍스3교,경기도,고양시 일산서구,55,34.5,2,28,RC박스거더교,DB-24,,2011,12
탄도교,경기도,안산시 단원구,45,21.2,1,45,프리플렉스거더교,DB-24,,2008,15
탄동교,경기도,포천시,14,11,1,14,라멘교,DB-24,0,2001,22
탄천1교,경기도,용인시 수지구,92.5,24,2,79.2,아치교,DB-24,,2004,19
탄천IC교,경기도,성남시 수정구,50,8,1,50,프리플렉스거더교,DB-24,,1998,25
탄천IC교,경기도,성남시 수정구,50,8,1,50,프리플렉스거더교,DB-24,,1998,25
탄천교,경기도,성남시 중원구,258,28.3,5,52,강박스거더교,DB-24,0,1993,30
탄현큰마을교,경기도,고양시 일산서구,49.8,25,1,49.8,강박스거더교,DB-24,,2001,22
탑동대교,경기도,오산시,310,31,6,55,강박스거더교,DB-24,0,1999,24
태봉교,경기도,광주시,35,30,3,12,RC슬래브교,DB-24,0,2001,22
태재육교,경기도,성남시 분당구,50,6.9,1,50,강박스거더교,DB-24,0,2002,21
텃골교,경기도,의왕시,20,4.6,1,20,기타,DB-24,,2007,16
토공12교,경기도,성남시 분당구,15,33,1,15,라멘교,DB-24,,2009,14
토당육교,경기도,고양시 덕양구,110,28,2,55,강박스거더교,DB-24,0,1993,30
토진1육교,경기도,평택시,50,8,1,50,PSC박스거더교,DB-24,,2002,21
토진2육교,경기도,평택시,50,8,1,50,PSC박스거더교,DB-24,,2002,21
토진교,경기도,평택시,42,4.9,3,14,라멘교,미상,,1980,43
토평교,경기도,구리시,496,17.9,11,46,강박스거더교,DB-24,,2001,22
통복1교,경기도,평택시,40,17.5,2,24,강I거더교,DB-24,,1998,25
통복2교,경기도,평택시,63,15.7,4,17,RC슬래브교,DB-24,,1996,27
통복3교,경기도,평택시,55.2,15,4,15,RC슬래브교,DB-24,,1996,27
통복고가교,경기도,평택시,329.2,20,10,38,RC슬래브교,DB-18,,1980,43
통복교,경기도,안성시,30,10,3,10,RC슬래브교,DB-13.5,0,1970,53
통복교,경기도,평택시,77.1,21,3,26,PSCI거더교,DB-24,0,2007,16
통복제1교,경기도,평택시,60,21,2,32,RC슬래브교,DB-24,,1998,25
통일교,경기도,포천시,85.6,9.5,8,11,RC슬래브교,DB-24,4162,1995,28
퇴계원교,경기도,구리시,143.9,30.8,7,21,PSCI거더교,DB-18,,1976,47
파발교,경기도,광주시,56,20.3,4,14,RC슬래브교,DB-24,0,1992,31
파주운정지구 교량등소리2교,경기도,파주시,55,17,1,55,강박스거더교,DB-24,,2010,13
판교IC고가차도,경기도,성남시 분당구,290,30,4,90,강박스거더교,DB-24,,2009,14
팔곡3교,경기도,안산시 상록구,60,10,4,15,RC슬래브교,DB-24,,2003,20
팔곡교,경기도,안산시 상록구,45,10.9,3,17,RC슬래브교,DB-24,,1992,31
팔당2교,경기도,남양주시,12,9,1,12,RC슬래브교,DB-18,0,1972,51
팔당3교,경기도,남양주시,12,9,1,12,RC슬래브교,DB-18,,1972,51
팔야교,경기도,남양주시,26.1,16.2,1,26.1,RCT거더교,DB-24,,2007,16
팔야교,경기도,남양주시,24,10,2,12,RC슬래브교,DB-13.5,,1990,33
팽성대교,경기도,평택시,630,10.5,12,53,강박스거더교,DB-24,0,2000,23
평고교,경기도,수원시 권선구,21,10,2,11,RC슬래브교,DB-24,,1996,27
평궁2교,경기도,평택시,16.5,8,2,8.3,RCT거더교,DB-18,0,1980,43
평북교,경기도,수원시 권선구,5,7,1,5,RCT거더교,DB-13.5,0,1954,69
평안교,경기도,의정부시,35.1,8,1,35.1,기타,DB-24,,2003,20
평촌교,경기도,남양주시,98,11,7,14,RC슬래브교,DB-24,,2002,21
평촌교,경기도,안성시,82,4,8,10,라멘교,DB-24,0,1992,31
평택호교,경기도,평택시,30,8,1,30,아치교,DB-24,0,2005,18
포동교,경기도,시흥시,270.4,21,9,30,PSC박스거더교,DB-24,,2015,8
포리교,경기도,시흥시,60.2,28,2,30.1,PSC박스거더교,DB-24,,2015,8
포리교(구),경기도,시흥시,25,11,2,13,RC슬래브교,DB-24,,1990,33
포일교,경기도,의왕시,86,25,6,16,RC슬래브교,DB-24,,1989,34
풍덕천2교,경기도,용인시 수지구,30,10,2,15,RC슬래브교,DB-24,,1999,24
풍덕천2교(풍덕공원옆),경기도,용인시 기흥구,82,11.2,3,35,프리플렉스거더교,DB-24,,2004,19
풍무교,경기도,화성시,210,11,7,30,PSCI거더교,DB-24,2030,1998,25
하거교,경기도,여주시,49,9,3,16,RC슬래브교,DB-24,,2000,23
하귀교,경기도,여주시,22,9,2,11,라멘교,DB-24,,1997,26
하동IC램프1,경기도,수원시 영통구,350,7.9,6,65,강박스거더교,DB-24,,2012,11
하동iC고가차도,경기도,용인시 수지구,350,18.9,6,60,강박스거더교,DB-24,,2012,11
하동교,경기도,의정부시,70,35,4,18,RC슬래브교,DB-24,,1991,32
하반교,경기도,용인시 처인구,12,5.5,1,12,RC슬래브교,DB-13.5,7403,1976,47
하북교,경기도,평택시,30,8.5,3,10,RC슬래브교,DB-13.5,0,1978,45
하사교,경기도,김포시,10,8,1,10,RC슬래브교,DB-18,14965,1985,38
하산교,경기도,용인시 처인구,16,8,1,16,라멘교,DB-24,,2002,21
하산운강교,경기도,성남시 분당구,48,6,1,48,강I거더교,DB-13.5,,2008,15
하산운교,경기도,성남시 분당구,45,23,1,45,기타,DB-24,,2008,15
하산운교,경기도,성남시 분당구,45,22,1,45,기타,DB-24,,2008,15
하서교,경기도,평택시,60,25,4,15,RC슬래브교,DB-24,,2004,19
하송산교,경기도,안성시,50,4,4,12,RC슬래브교,DB-13.5,0,1985,38
하양교,경기도,김포시,22.4,9.5,2,11,라멘교,DB-24,14965,1994,29
하장교,경기도,안성시,30,6,3,10,RCT거더교,DB-18,0,1991,32
하저교,경기도,화성시,45,9,2,23,RC중공슬래브교,DB-24,,1992,31
하중교,경기도,시흥시,270.3,20.9,6,45,기타,DB-24,,2015,8
하중교,경기도,시흥시,40,11,3,15,RC슬래브교,DB-24,,1989,34
하중교R-C,경기도,시흥시,160.2,7.9,4,40,기타,DB-24,,2015,8
하중교R-D,경기도,시흥시,200.2,7.9,5,40,기타,DB-24,,2015,8
하탑교,경기도,성남시 분당구,128,36,5,32,PSC슬래브교,DB-24,0,1993,30
하패교,경기도,양주시,9,8.5,1,9,라멘교,DB-24,0,1999,24
학림1교,경기도,남양주시,38,10,3,14,RC슬래브교,DB-24,,1999,24
학림1교,경기도,남양주시,35,13.5,1,35,RCT거더교,DB-24,,2013,10
학림2교,경기도,남양주시,14,11.2,1,14,RC슬래브교,DB-24,0,2000,23
학림교,경기도,남양주시,23,6.3,2,12,RC슬래브교,DB-18,,1991,32
학미교,경기도,시흥시,130.2,21,3,50,강플레이트거더교,DB-24,,2015,8
학운교,경기도,안양시 동안구,67,25,5,18,RC슬래브교,DB-24,,1993,30
학의교,경기도,의왕시,28,25,2,14,RC슬래브교,DB-24,,1997,26
학의천교,경기도,의왕시,113.6,20,16,8.2,라멘교,DB-24,,2002,21
학일2교,경기도,용인시 처인구,11,5,2,5.5,라멘교,미상,,1978,45
학일교,경기도,용인시 처인구,12,7,3,4,라멘교,DB-13.5,,1978,45
학현4교,경기도,의왕시,15,5,1,15,기타,DB-24,,2010,13
학현5교,경기도,의왕시,14,5,1,14,기타,DB-24,,2010,13
학현6교,경기도,의왕시,14.3,4.6,1,14.3,기타,DB-24,,2010,13
학현내린교,경기도,의왕시,14,11,1,14,기타,DB-24,,2009,14
한류월드교,경기도,고양시 일산동구,51,29.3,1,51,프리플렉스거더교,DB-24,,2011,12
한마루교,경기도,수원시 장안구,52,63,4,13,라멘교,DB-24,,2000,23
한빛2교,경기도,용인시 처인구,6.5,6,1,6.5,라멘교,DB-18,,2011,12
한빛교,경기도,용인시 처인구,6,5,1,6,RC슬래브교,DB-18,,2011,12
한양교,경기도,안산시 상록구,57.5,7.9,5,11.5,RC슬래브교,DB-24,,1980,43
한우물천2교,경기도,고양시 덕양구,20.6,31.2,1,20.6,강I거더교,DB-24,,2014,9
한절교,경기도,성남시 분당구,47,33,1,47,강박스거더교,DB-24,,2009,14
해안교,경기도,안산시 상록구,100,40,4,25,강I거더교,DB-24,,1990,33
해월교,경기도,이천시,11.5,15,3,4,라멘교,DB-13.5,3475,1980,43
"해창교(상,하)",경기도,평택시,47,22,4,12,RC슬래브교,DB-24,,2004,19
행동교,경기도,양주시,76,10,5,15.2,RC슬래브교,DB-24,,1997,26
향군의교,경기도,고양시 일산동구,52,9,4,13,RC슬래브교,DB-24,0,1999,24
향림교,경기도,안성시,25,5,3,8,RC슬래브교,DB-18,0,1991,32
향산교,경기도,김포시,31.5,4,3,11,RCT거더교,DB-18,,1968,55
향양교,경기도,파주시,35,36,1,35,PSCI거더교,DB-24,,2008,15
향양교,경기도,파주시,35,26,1,35,RC슬래브교,DB-13.5,0,2001,22
헤이리1교,경기도,파주시,23,7.5,2,11.5,기타,DB-24,,2001,22
현대교,경기도,성남시 분당구,40,15,3,15,RC슬래브교,DB-24,0,1980,43
현대교,경기도,성남시 분당구,40,15,3,15,기타,DB-24,,1992,31
현덕교,경기도,평택시,35,11,2,18,RC슬래브교,DB-24,,1995,28
현매교,경기도,안성시,54,8,4,13,RC슬래브교,DB-24,0,1996,27
현메교,경기도,용인시 수지구,400,20,7,57,강박스거더교,DB-24,,2012,11
현방3교,경기도,이천시,9.6,6,1,9.6,RC슬래브교,DB-18,3413,1993,30
현방교,경기도,여주시,33,8.5,3,11,RC슬래브교,DB-13.5,3413,1963,60
현암IC교,경기도,여주시,30.2,21,1,30,PSCI거더교,DB-24,,2007,16
현암교,경기도,여주시,31.4,8.5,2,15,RC슬래브교,DB-13.5,0,1976,47
협동2교,경기도,용인시 처인구,15,9,1,15,라멘교,DB-24,0,2001,22
협동교,경기도,파주시,73,11.4,6,13,RC슬래브교,DB-24,,1982,41
협동소교량(1),경기도,용인시 처인구,11.5,7.3,2,5.5,라멘교,미상,,1980,43
혜령군교,경기도,수원시 영통구,31,14,1,31,기타,DB-24,,2012,11
호계교,경기도,안양시 동안구,62,27,4,17,RC슬래브교,DB-24,,1996,27
호계대교,경기도,안양시 만안구,180,20,11,50,강박스거더교,DB-24,,1994,29
호금교,경기도,군포시,48,10,4,12,RC슬래브교,DB-24,,1985,38
호동교,경기도,의정부시,40,20,4,10,RC슬래브교,DB-24,,1987,36
호만1교,경기도,남양주시,25,23,1,25,RC슬래브교,DB-24,,2015,8
호만2교,경기도,남양주시,25,16,1,25,RC슬래브교,DB-24,,2004,19
호만3교,경기도,남양주시,25,24,1,25,RC슬래브교,DB-24,,2004,19
호만4교,경기도,남양주시,41,27,3,17,RC슬래브교,DB-24,,2004,19
호만6교,경기도,남양주시,56,24,4,14,RC슬래브교,DB-24,,2004,19
호매실교,경기도,수원시 권선구,50,6,4,13,RC슬래브교,DB-18,,1990,33
호명교,경기도,파주시,24,11,2,12,RC슬래브교,DB-24,,1995,28
호수교,경기도,고양시 일산동구,140,48,5,28,아치교,DB-24,88731,1992,31
호안교,경기도,안양시 동안구,59,13.9,4,15,RC슬래브교,DB-24,,1996,27
호암교,경기도,의정부시,108.5,15,5,22,기타,DB-18,,1987,36
호암교,경기도,의정부시,108.5,15,5,22,RCT거더교,DB-18,0,1991,32
호원고가교,경기도,의정부시,200,16,4,50,강박스거더교,DB-24,,2002,21
호원교,경기도,의정부시,17,15,1,17,라멘교,DB-24,,2000,23
호장교 1,경기도,의정부시,181.5,17.5,6,30.3,PSC슬래브교,DB-24,,1997,26
호평교,경기도,남양주시,28,8,2,14,라멘교,DB-24,,2006,17
홍재교,경기도,수원시 영통구,74,15.2,2,37,기타,DB-24,,2012,11
화도교,경기도,고양시 덕양구,150,35,4,38,프리플렉스거더교,DB-24,0,1993,30
화랑교,경기도,안산시 단원구,40,20.9,3,17,라멘교,DB-24,2400,2003,20
화랑교,경기도,성남시 분당구,58,43,3,20,강박스거더교,DB-24,,2008,15
화산교,경기도,수원시 팔달구,56,35,4,16,RC슬래브교,DB-24,,2002,21
화산교,경기도,화성시,39,45,3,15,RC슬래브교,DB-24,,1981,42
화서교,경기도,수원시 장안구,30,49,1,30,프리플렉스거더교,DB-24,,2002,21
화양교,경기도,수원시 영통구,43.7,39,1,43.7,기타,DB-24,,2012,11
화정11교,경기도,안산시 단원구,50,30,3,18,RC슬래브교,DB-24,0,1995,28
화정12교,경기도,안산시 단원구,50,24,3,18,RC슬래브교,DB-24,0,1995,28
화정14교,경기도,안산시 단원구,50,19,3,18,RC슬래브교,DB-24,0,2005,18
화정15교,경기도,안산시 단원구,50,30,3,18,RC슬래브교,DB-24,,1997,26
화정16교,경기도,안산시 단원구,50,20,3,18,RC슬래브교,DB-24,,1997,26
화정1교,경기도,안산시 단원구,38,43.5,3,15,PSC슬래브교,DB-24,,1985,38
